id,idx,name,nametype,recclass,mass,fall,year,reclat,reclong,impact,impact,impactName
270,7775,Eichstädt,Valid,H5,3000,Fell,1785,48.9,11.21667,75224,2170,Eichstädt
271,7776,Ekeby,Valid,H4,3336,Fell,1939,56.03333,13,8126,46400,Ekeby
272,7777,Ekh Khera,Valid,H6,840,Fell,1916,28.26667,78.78333,76184,368,Ekh Khera
273,7807,El Idrissia,Valid,L6,10000,Fell,1989,34.41667,3.25,57769,500,El Idrissia
274,45977,El Paso de Aguila,Valid,H5,17226,Fell,1977,25.37,-97.37,89238,931,El Paso de Aguila
275,7819,El Tigre,Valid,L6,5000,Fell,1993,19.96722,-103.05167,70559,2310000,El Tigre
276,7822,Elbert,Valid,LL6,680.5,Fell,1998,39.24667,-104.58817,65762,1150000,Elbert
277,7823,Elbogen,Valid,"Iron, IID",107000,Fell,1400,50.18333,12.73333,91366,3770,Elbogen
278,7824,Elenovka,Valid,L5,54640,Fell,1951,47.83333,37.66667,17512,2290,Elenovka
279,10019,Ellemeet,Valid,Diogenite,1470,Fell,1925,51.75,4,50383,8890,Ellemeet
280,10033,Emmaville,Valid,Eucrite-mmict,127,Fell,1900,-29.46667,151.61667,15163,7400,Emmaville
281,10038,Enshi,Valid,H5,8000,Fell,1974,30.3,109.5,93111,106000,Enshi
282,10039,Ensisheim,Valid,LL6,127000,Fell,1492,47.86667,7.35,65999,26700,Ensisheim
283,10041,Épinal,Valid,H5,277,Fell,1822,48.18333,6.46667,98513,818,Erakot
284,10042,Erakot,Valid,CM2,113,Fell,1940,19.03333,81.89167,76849,287000,Erevan
285,10043,Erevan,Valid,Howardite,107.2,Fell,1911,40.3,44.5,97864,957,Ergheo
286,10044,Ergheo,Valid,L5,20000,Fell,1889,1.16667,44.16667,64709,228000,Erxleben
287,10049,Erxleben,Valid,H6,2250,Fell,1812,52.21667,11.25,60133,841000,Esnandes
288,10051,Esnandes,Valid,L6,1500,Fell,1837,46.25,-1.1,24646,2560,Essebi
289,10055,Essebi,Valid,C2-ung,500,Fell,1957,2.88333,30.83333,98791,17100,Estherville
290,10059,Estherville,Valid,Mesosiderite-A3/4,320000,Fell,1879,43.41667,-94.83333,44470,104000,Épinal
291,10074,Farmington,Valid,L5,89400,Fell,1890,39.75,-97.03333,18582,327000,Farmington
292,10075,Farmville,Valid,H4,56000,Fell,1934,35.55,-77.53333,96797,101000,Farmville
293,10078,Favars,Valid,H5,1500,Fell,1844,44.38333,2.81667,72618,1580,Favars
294,10079,Fayetteville,Valid,H4,2360,Fell,1934,36.05,-94.16667,67269,98900,Fayetteville
295,10080,Feid Chair,Valid,H4,380,Fell,1875,36.88333,8.45,97913,427,Feid Chair
296,10081,Felix,Valid,CO3.3,3200,Fell,1900,32.53333,-87.16667,47306,11500000,Felix
297,10086,Fenghsien-Ku,Valid,H5,82,Fell,1924,34.6,116.75,44717,668,Fenghsien
298,10088,Ferguson,Valid,OC,220,Fell,1889,36.1,-81.41667,90880,12300000,Ferguson
299,10091,Fermo,Valid,H3-5,10200,Fell,1996,43.18111,13.75333,89278,116000,Fermo
300,10107,Fisher,Valid,L6,17600,Fell,1894,47.81667,-96.85,16266,1110000,Fisher
301,10111,Florence,Valid,H3,3640,Fell,1922,30.83333,-97.76667,55948,16100000,Florence
302,10119,Forest City,Valid,H5,152000,Fell,1890,43.25,-93.66667,71579,524000,Forest City
303,10120,Forest Vale,Valid,H4,26000,Fell,1942,-33.35,146.85833,54031,16000,Forest Vale
304,10123,Forksville,Valid,L6,6067,Fell,1924,36.78333,-78.08333,52784,12100,Forksville
305,10163,Forsbach,Valid,H6,240,Fell,1900,50.95,7.31667,26157,43000,Forsbach
306,10164,Forsyth,Valid,L6,16300,Fell,1829,33.01667,-83.96667,45012,1880000,Forsyth
307,10166,Fort Flatters,Valid,Stone-uncl,,Fell,1944,28.25,7,38400,392,Fort Flatters
308,10177,Frankfort (stone),Valid,Howardite,650,Fell,1868,34.48333,-87.83333,8366,544,Frankfort (stone)
309,52412,Fuhe,Valid,L5,23000,Fell,1945,31.47556,113.56694,85274,6250,Fuhe
310,10836,Fukutomi,Valid,L5,11620,Fell,1882,33.18333,130.2,53205,16700,Fukutomi
311,10838,Fünen,Valid,Stone-uncl,,Fell,1654,55.33333,10.33333,95555,545,Futtehpur
312,10839,Futtehpur,Valid,L6,4000,Fell,1822,25.95,80.81667,58128,179000,Fuyang
313,10840,Fuyang,Valid,Stone-uncl,2500,Fell,1977,32.9,115.9,81851,5550,Fünen
314,10846,Galapian,Valid,H6,132.7,Fell,1826,44.3,0.4,26888,1730,Galapian
315,10848,Galim (a),Valid,LL6,36.1,Fell,1952,7.05,12.43333,46045,462,Galim (a)
316,10849,Galim (b),Valid,EH3/4-an,28,Fell,1952,7.05,12.43333,87096,469,Galim (b)
317,10850,Galkiv,Valid,H4,5000,Fell,1995,51.68333,30.78333,69215,377,Galkiv
318,10851,Gambat,Valid,L6,6400,Fell,1897,27.35,68.53333,14727,21700,Gambat
319,10854,Gao-Guenie,Valid,H5,,Fell,1960,11.65,-2.18333,44910,12500,Gao
320,10860,Garhi Yasin,Valid,"Iron, IIE",380,Fell,1917,27.88333,68.53333,88001,570,Garhi Yasin
321,10861,Garland,Valid,Diogenite-pm,102,Fell,1950,41.68333,-112.13333,72864,7360000,Garland
322,44882,Gashua,Valid,L6,4162,Fell,1984,12.85,11.03333,12056,39100,Gashua
323,10866,Gasseltepaoua,Valid,H5,,Fell,2000,14.15083,-2.04167,65694,292,Gasseltepaoua
324,10870,Geidam,Valid,H5,725,Fell,1950,12.91667,11.91667,34287,157000,Geidam
325,10914,Gifu,Valid,L6,14290,Fell,1909,35.53333,136.88333,71108,2710000,Gifu
326,10917,Girgenti,Valid,L6,18000,Fell,1853,37.31667,13.56667,53245,135000,Girgenti
327,10919,Git-Git,Valid,L6,480,Fell,1947,9.6,9.91667,7166,3720,Git
328,10923,Glanerbrug,Valid,L/LL5,670,Fell,1990,52.2,6.86667,90210,7470,Glanerbrug
329,10924,Glanggang,Valid,H5-6,1303,Fell,1939,-7.25,107.7,87236,891,Glanggang
330,10926,Glasatovo,Valid,H4,152000,Fell,1918,57.35,37.61667,67621,678,Glasatovo
331,10930,Glatton,Valid,L6,767,Fell,1991,52.45972,-0.3,84646,14800,Glatton
332,10936,Gnadenfrei,Valid,H5,1750,Fell,1879,50.66667,16.76667,75213,2700,Gnadenfrei
333,10948,Gopalpur,Valid,H6,1600,Fell,1865,24.23333,89.05,24993,19500,Gopalpur
334,10949,Gorlovka,Valid,H3.7,3618,Fell,1974,48.28333,38.08333,53213,214000,Gorlovka
335,10956,Granes,Valid,L6,9000,Fell,1964,42.9,2.25,39074,6230,Granes
336,11196,Grefsheim,Valid,L5,45.5,Fell,1976,60.66667,11,85875,9040,Grefsheim
337,50911,Grimsby,Valid,H5,215,Fell,2009,43.2,-79.61667,82278,62900,Grimsby
338,11206,Grosnaja,Valid,CV3,3500,Fell,1861,43.66667,45.38333,27751,4540,Grosnaja
339,11207,Gross-Divina,Valid,H5,10500,Fell,1837,49.26667,18.71667,20620,720,Gross
340,11208,Grossliebenthal,Valid,L6,8000,Fell,1881,46.35,30.58333,84826,11900,Grossliebenthal
341,11426,Grüneberg,Valid,H4,1000,Fell,1841,51.93333,15.5,21934,6360,Grüneberg
342,11429,Grzempach,Valid,H5,690,Fell,1910,52.86667,16.63333,58677,607,Grzempach
343,11432,Gualeguaychú,Valid,H6,22000,Fell,1932,-33,-58.61667,75660,34200,Gualeguaychú
344,11435,Guangmingshan,Valid,H5,2910,Fell,1996,39.80417,122.76389,80320,1010,Guangmingshan
345,11436,Guangnan,Valid,L6,,Fell,1983,24.1,105,7568,11600,Guangnan
346,11437,Guangrao,Valid,L6,1900,Fell,1980,37.1,118.4,16884,4400,Guangrao
347,11439,Guareña,Valid,H6,39000,Fell,1892,38.73333,-6.01667,95239,10800,Guareña
348,11440,Guêa,Valid,Stone-uncl,1915,Fell,1891,43.76667,20.23333,55436,305,Guêa
349,11442,Guibga,Valid,L5,288,Fell,1972,13.5,-0.68333,90264,378,Guibga
350,11443,Guidder,Valid,LL5,968,Fell,1949,9.91667,13.98333,62636,503,Guidder
351,11448,Gujargaon,Valid,H5,2449,Fell,1982,22.98333,76.05,707,387,Gujargaon
352,11449,Gujba,Valid,CBa,100000,Fell,1984,11.49167,11.65833,45782,10500,Gujba
353,11450,Gumoschnik,Valid,H5,5700,Fell,1904,42.9,24.7,63110,398,Gumoschnik
354,11464,Gurram Konda,Valid,L6,28,Fell,1814,13.78333,78.56667,66691,435,Gurram Konda
355,11465,Gursum,Valid,H4/5,34650,Fell,1981,9.36667,42.41667,18453,601,Gursum
356,11466,Gütersloh,Valid,H3/4,1000,Fell,1851,51.91667,8.38333,9666,163000,Gütersloh
357,11467,Gyokukei,Valid,OC,1320,Fell,1930,35,127.5,35505,326,Gyokukei
358,11468,Hachi-oji,Valid,H?,0.2,Fell,1817,35.65,139.33333,84717,331,Hachi
359,11472,Hainaut,Valid,H3-6,9000,Fell,1934,50.31667,3.73333,32493,1120000,Hainaut
360,11479,Hallingeberg,Valid,L3.4,1456,Fell,1944,57.81667,16.23333,72785,1080,Hallingeberg
361,11485,Hamlet,Valid,LL4,3710,Fell,1959,41.38333,-86.6,16400,6170000,Hamlet
362,11824,Haraiya,Valid,Eucrite-mmict,1000,Fell,1878,26.8,82.53333,46821,1620,Haraiya
363,11829,Haripura,Valid,CM2,315,Fell,1921,28.38333,75.78333,39042,2450,Haripura
364,11830,Harleton,Valid,L6,8360,Fell,1961,32.675,-94.51167,19478,17800,Harleton
365,11842,Harrison County,Valid,L6,680,Fell,1859,38.25,-86.16667,41331,177000,Harrison County
366,11848,Hashima,Valid,H4,1110.6,Fell,1910,35.2945,136.70033,5135,121000,Hashima
367,11852,Hassi-Jekna,Valid,"Iron, IAB-sHL",1250,Fell,1890,28.95,0.81667,82405,1110,Hassi
368,11855,Hatford,Valid,Stone-uncl,29000,Fell,1628,51.65,-1.51667,40385,9790,Hatford
369,11859,Haverö,Valid,Ureilite,1544,Fell,1971,60.24556,22.06194,42574,1510,Haverö
370,11869,Hedeskoga,Valid,H5,3500,Fell,1922,55.46667,13.78333,51461,549,Hedeskoga
371,11870,Hedjaz,Valid,L3.7-6,6100,Fell,1910,27.33333,35.66667,76817,9010,Hedjaz
372,11875,Heredia,Valid,H5,1000,Fell,1857,10,-84.1,82865,1700000,Heredia
373,11878,Hessle,Valid,H5,20000,Fell,1869,59.85,17.66667,46004,458000,Hessle
374,11883,Higashi-koen,Valid,H5,750,Fell,1897,33.6,130.43333,35939,443,Higashi
375,11884,High Possil,Valid,L6,4500,Fell,1804,55.9,-4.23333,6473,2660,High Possil
376,11889,Hiroshima,Valid,H5,414,Fell,2003,34.45,132.38333,82543,391000,Hiroshima
377,44714,Hoima,Valid,H6,167.7,Fell,2003,1.345,31.47278,26852,4030,Hoima
378,11893,Hökmark,Valid,L4,305.5,Fell,1954,64.43333,21.2,18886,108000,Holbrook
379,11894,Holbrook,Valid,L/LL6,220000,Fell,1912,34.9,-110.18333,19568,368,Holetta
380,11895,Holetta,Valid,Stone-uncl,1415,Fell,1923,9.06667,38.41667,43510,98400,Homestead
381,11901,Homestead,Valid,L5,230000,Fell,1875,41.8,-91.86667,65440,236000,Honolulu
382,11904,Honolulu,Valid,L5,2420,Fell,1825,21.3,-157.86667,28522,3600,Hotse
383,11913,Hotse,Valid,L6,180,Fell,1956,35.66667,115.5,24412,307000,Hoxie
384,11915,Hoxie,Valid,OC,266.1,Fell,1963,39.35,-100.45,93682,13500,Hökmark
385,11916,Hraschina,Valid,"Iron, IID",49000,Fell,1751,46.1,16.33333,17504,7490,Hraschina
386,54719,Huaxi,Valid,H5,1600,Fell,2010,26.46469,106.63241,83731,48700,Huaxi
387,11986,Hungen,Valid,H6,112,Fell,1877,50.3,8.91667,15454,67300,Hungen
388,11989,Hvittis,Valid,EL6,14000,Fell,1901,61.18333,22.68333,27941,3760,Hvittis
389,11992,Ibbenbüren,Valid,Diogenite,2000,Fell,1870,52.28333,7.7,50021,29200,Ibbenbüren
390,11993,Ibitira,Valid,Eucrite-mmict,2500,Fell,1957,-20,-45,86620,2790,Ibitira
391,11994,Ibrisim,Valid,OC,,Fell,1949,38,35,5878,1150,Ibrisim
392,11995,Ichkala,Valid,H6,3973,Fell,1936,58.2,82.93333,24955,323,Ichkala
393,12000,Idutywa,Valid,H5,3457,Fell,1956,-32.1,28.33333,20464,1740,Idutywa
394,12003,Iguaracu,Valid,H5,1200,Fell,1977,-23.2,-51.83333,40047,35800,Iguaracu
395,12004,Ijopega,Valid,H6,7330,Fell,1975,-6.03333,145.36667,72678,413,Ijopega
396,12027,Indarch,Valid,EH4,27000,Fell,1891,39.75,46.66667,45829,3330,Indarch
397,12028,Independence,Valid,L6,880,Fell,1917,39.08333,-94.4,40566,24100000,Independence
398,12037,Inner Mongolia,Valid,L6,3000,Fell,1963,41,112,52786,1910000,Inner Mongolia
399,12039,Innisfree,Valid,L5,4576,Fell,1977,53.415,-111.3375,26962,30500,Innisfree
400,12043,Ipiranga,Valid,H6,7000,Fell,1972,-25.5,-54.5,25088,1290000,Ipiranga
401,12049,Ishinga,Valid,H,1300,Fell,1954,-8.93333,33.8,92260,418,Ishinga
402,12053,Isthilart,Valid,H5,3050,Fell,1928,-31.18333,-57.95,59187,408,Isthilart
403,12056,Itapicuru-Mirim,Valid,H5,2024,Fell,1879,-3.4,-44.33333,87069,578,Itapicuru
404,12058,Itqiy,Valid,EH7-an,4720,Fell,1990,26.59083,-12.95217,40708,2730,Itqiy
405,12063,Ivuna,Valid,CI1,704.5,Fell,1938,-8.41667,32.43333,50378,8460,Ivuna
406,12065,Jackalsfontein,Valid,L6,48000,Fell,1903,-32.5,21.9,7688,425,Jackalsfontein
407,12067,Jajh deh Kot Lalu,Valid,EL6,973,Fell,1926,26.75,68.41667,18218,4310,Jajh deh Kot Lalu
408,12068,Jalanash,Valid,Ureilite,700,Fell,1990,,,8709,561,Jalanash
409,12069,Jalandhar,Valid,Iron,1967,Fell,1621,31,75,32266,467000,Jalandhar
410,12072,Jamkheir,Valid,H6,22,Fell,1866,18.75,75.33333,80762,406,Jamkheir
411,12074,Jartai,Valid,L6,20500,Fell,1979,39.7,105.8,95303,3830,Jartai
412,12078,Jelica,Valid,LL6,34000,Fell,1889,43.83333,20.44167,23392,90000,Jelica
413,12079,Jemlapur,Valid,L6,450,Fell,1901,,,65956,283,Jemlapur
414,51589,Jesenice,Valid,L6,3667,Fell,2009,46.42137,14.05217,12308,472000,Jesenice
415,12085,Jhung,Valid,L5,5900,Fell,1873,31.3,72.38333,57390,95300,Jhung
416,12086,Jiange,Valid,H5,222,Fell,1964,31.91667,104.91667,19329,10100,Jiange
417,12087,Jianshi,Valid,"Iron, IIIAB",600000,Fell,1890,30.80833,109.5,55797,16600,Jianshi
418,12171,Jilin,Valid,H5,4e+06,Fell,1976,44.05,126.16667,26018,109000,Jilin
419,47362,Jodiya,Valid,L5,100,Fell,2006,22.68,70.31333,52790,1040,Jodiya
420,12173,Jodzie,Valid,Howardite,30,Fell,1877,55.7,24.4,57759,1320,Jodzie
421,12198,Johnstown,Valid,Diogenite,40300,Fell,1924,40.35,-104.9,57240,286000,Johnstown
422,12199,Jolomba,Valid,LL6,483,Fell,1974,-11.85,15.83333,92560,494,Jolomba
423,12202,Jonzac,Valid,Eucrite-mmict,5000,Fell,1819,45.43333,-0.45,91279,75000,Jonzac
424,12203,Juancheng,Valid,H5,100000,Fell,1997,35.5,115.41667,21743,2580,Juancheng
425,12207,Judesegeri,Valid,H6,680,Fell,1876,12.85,76.8,17004,492,Judesegeri
426,12209,Jumapalo,Valid,L6,32490,Fell,1984,-7.71667,111.2,87960,1010,Jumapalo
427,12210,Junan,Valid,L6,950,Fell,1976,35.2,118.8,42552,423000,Junan
428,12213,Juromenha,Valid,"Iron, IIIAB",25250,Fell,1968,38.74028,-7.27,60432,1140,Juromenha
429,12214,Juvinas,Valid,Eucrite-mmict,91000,Fell,1821,44.71667,4.3,69470,5530,Juvinas
430,12218,Kaba,Valid,CV3,3000,Fell,1857,47.35,21.3,84563,174000,Kaba
431,12220,Kabo,Valid,H4,13400,Fell,1971,11.85,8.21667,77046,410000,Kabo
432,12221,Kadonah,Valid,H6,89,Fell,1822,27.08333,78.33333,2332,436,Kadonah
433,12222,Kaee,Valid,H5,230,Fell,1838,27.25,79.96667,79390,3050,Kaee
434,12227,Kagarlyk,Valid,L6,1900,Fell,1908,49.86667,30.83333,92805,473,Kagarlyk
435,12228,Kaidun,Valid,CR2,2000,Fell,1980,15,48.3,56221,12000,Kaidun
436,12229,Kainsaz,Valid,CO3.2,200000,Fell,1937,55.43333,53.25,97811,5560,Kainsaz
437,12230,Kakangari,Valid,K3,350,Fell,1890,12.38333,78.51667,34279,19100,Kakangari
438,12231,Kakowa,Valid,L6,577,Fell,1858,45.13333,21.66667,82472,1180,Kakowa
439,12232,Kalaba,Valid,H4,950,Fell,1951,-6.83333,29.5,17160,204000,Kalaba
440,12236,Kalumbi,Valid,L6,4500,Fell,1879,17.83333,73.98333,90716,535,Kalumbi
441,12238,Kamalpur,Valid,L6,2770,Fell,1942,26.03333,81.46667,60919,2690,Kamalpur
442,12240,Kamiomi,Valid,H5,448,Fell,1913,36.04167,139.95667,63440,982,Kamiomi
443,12241,Kamsagar,Valid,L6,1293,Fell,1902,14.18333,75.8,93511,363,Kamsagar
444,12243,Kandahar (Afghanistan),Valid,L6,299,Fell,1959,31.6,65.78333,5559,137000,Kandahar (Afghanistan)
445,12245,Kangean,Valid,H5,1630,Fell,1908,-7,115.5,6432,39600,Kangean
446,12246,Kangra Valley,Valid,H5,400,Fell,1897,32.08333,76.3,79426,5210,Kangra Valley
447,12251,Kapoeta,Valid,Howardite,11355,Fell,1942,4.7,33.63333,42217,46700,Kapoeta
448,47357,Kaprada,Valid,L5/6,1600,Fell,2004,20.33916,73.22329,44838,537,Kaprada
449,12253,Kaptal-Aryk,Valid,L6,3500,Fell,1937,42.45,73.36667,85199,349,Kaptal
450,12256,Karakol,Valid,LL6,3000,Fell,1840,47.21667,81.01667,76225,309000,Karakol
451,12258,Karatu,Valid,LL6,2220,Fell,1963,-3.5,35.58333,18136,4540,Karatu
452,12260,Karewar,Valid,L6,180,Fell,1949,12.9,7.15,12789,319,Karewar
453,12262,Karkh,Valid,L6,22000,Fell,1905,27.8,67.16667,61862,4520,Karkh
454,12263,Karloowala,Valid,L6,2950,Fell,1955,31.58333,71.6,35761,291,Karloowala
455,12264,Karoonda,Valid,CK4,41730,Fell,1930,-35.08333,139.91667,46247,32900,Karoonda
456,12266,Kasamatsu,Valid,H,710,Fell,1938,35.36667,136.76667,4894,16700,Kasamatsu
457,30740,Kasauli,Valid,H4,16820,Fell,2003,29.58333,77.58333,55035,22800,Kasauli
458,35465,Katagum,Valid,L6,1500,Fell,1999,11.33333,10.08333,32006,1120,Katagum
459,47351,Kavarpura,Valid,"Iron, IIE-an",6800,Fell,2006,25.14333,75.81333,97910,542,Kavarpura
460,12268,Kayakent,Valid,"Iron, IIIAB",85000,Fell,1961,39.26333,31.78,95649,1210,Kayakent
461,12270,Kediri,Valid,L4,3300,Fell,1940,-7.75,112.01667,99300,1050000,Kediri
462,53654,Kemer,Valid,L4,5760,Fell,2008,36.54194,29.41822,14249,1610000,Kemer
463,12275,Kendleton,Valid,L4,6937,Fell,1939,29.45,-96,19140,53000,Kendleton
464,12276,Kendrapara,Valid,H4-5,6669.2,Fell,2003,20.4625,86.70278,35145,17700,Kendrapara
465,12282,Kerilis,Valid,H5,5000,Fell,1874,48.4,-3.3,97734,850,Kerilis
466,12284,Kernouve,Valid,H6,80000,Fell,1869,48.11667,-3.08333,76111,4020,Kernouve
467,12286,Kesen,Valid,H4,135000,Fell,1850,38.98333,141.61667,51370,2670000,Kesen
468,12288,Khairpur,Valid,EL6,13600,Fell,1873,29.53333,72.3,50489,61300,Khairpur
469,12289,Khanpur,Valid,LL5,3698,Fell,1932,25.55,83.11667,32131,46600,Khanpur
470,12291,Kharkov,Valid,L6,1500,Fell,1787,50.625,35.075,89969,4010000,Kharkov
471,12294,Kheragur,Valid,L6,450,Fell,1860,26.95,77.88333,2725,402,Kheragur
472,12296,Khetri,Valid,H6,100,Fell,1867,28.01667,75.81667,13913,3500,Khetri
473,12297,Khmelevka,Valid,L5,6109,Fell,1929,56.75,75.33333,99914,2490,Khmelevka
474,12298,Khohar,Valid,L3.6,9700,Fell,1910,25.1,81.53333,79265,3010,Khohar
475,12299,Khor Temiki,Valid,Aubrite,3200,Fell,1932,16,36,98807,1680,Khor Temiki
476,12300,Kidairat,Valid,H6,100000,Fell,1983,14,28,75784,307,Kidairat
477,12301,Kiel,Valid,L6,737.6,Fell,1962,54.4,10.15,40600,3830000,Kiel
478,12303,Kiffa,Valid,H5,1500,Fell,1970,16.58333,-11.33333,37290,14600,Kiffa
479,12305,Kijima (1906),Valid,Stone-uncl,331,Fell,1906,36.85,138.38333,43617,255,Kijima (1906)
480,12306,Kikino,Valid,H6,195,Fell,1809,55,34,22150,2230,Kikino
481,12307,Kilabo,Valid,LL6,19000,Fell,2002,12.76667,9.8,6489,11800,Kilabo
482,12308,Kilbourn,Valid,H5,772,Fell,1911,43.58333,-89.6,22672,481000,Kilbourn
483,12309,Killeter,Valid,H6,140,Fell,1844,54.66667,-7.66667,38882,1350,Killeter
484,12316,Kingai,Valid,H6,67.4,Fell,1967,11.63333,24.68333,40856,483,Kingai
485,12321,Kirbyville,Valid,Eucrite-mmict,97.7,Fell,1906,30.75,-95.95,97298,36000,Kirbyville
486,12325,Kisvarsány,Valid,L6,1550,Fell,1914,48.16667,22.30833,52132,2180,Kisvarsány
487,12326,Kitchener,Valid,L6,202.6,Fell,1998,43.38333,-80.38333,53355,1470000,Kitchener
488,12332,Klein-Wenden,Valid,H6,3250,Fell,1843,51.6,10.8,95466,670,Klein
489,12335,Knyahinya,Valid,L/LL5,500000,Fell,1866,48.9,22.4,27051,5970,Knyahinya
490,12336,Kobe,Valid,CK4,136,Fell,1999,34.73333,135.16667,40226,365000,Kobe
491,12342,Kokubunji,Valid,L6,11510,Fell,1986,34.3,133.95,78573,51500,Kokubunji
492,12343,Komagome,Valid,Iron,238,Fell,1926,35.73333,139.75,7209,2120,Komagome
493,12344,Konovo,Valid,LL5,90,Fell,1931,42.51667,26.16667,84949,621,Konovo
494,53810,Košice,Valid,H5,4300,Fell,2010,48.76367,21.17633,62724,79100,Košice
495,12353,Krähenberg,Valid,LL5,16500,Fell,1869,49.32694,7.46472,2458,399,Krasnoi
496,12355,Krasnoi-Ugol,Valid,L6,2440,Fell,1829,54.03333,40.9,24491,320,Krasnyi Klyuch
497,12357,Krasnyi Klyuch,Valid,H5,4000,Fell,1946,54.33333,56.08333,31741,12500,Krähenberg
498,12363,Krutikha,Valid,OC,845.2,Fell,1906,56.8,77,9977,361,Krutikha
499,12364,Krymka,Valid,LL3.2,50000,Fell,1946,47.83333,30.76667,50535,2710,Krymka
500,12368,Kukschin,Valid,L6,2250,Fell,1938,51.15,31.7,71005,354,Kukschin
501,12369,Kulak,Valid,L5,453.6,Fell,1961,30.73111,66.80222,68744,1860000,Kulak
502,12370,Kuleschovka,Valid,L6,6000,Fell,1811,50.75,33.5,22464,1060,Kuleschovka
503,12373,Kulp,Valid,H6,3719,Fell,1906,41.11667,45,57266,192000,Kulp
504,12377,Kunashak,Valid,L6,200000,Fell,1949,55.78333,61.36667,49746,15200,Kunashak
505,12379,Kunya-Urgench,Valid,H5,1.1e+06,Fell,1998,42.25,59.2,52172,6500,Kunya
506,12381,Kushiike,Valid,OC,4460,Fell,1920,37.05,138.38333,72008,310,Kushiike
507,12382,Kusiali,Valid,L6,5,Fell,1860,29.68333,78.38333,50666,436,Kusiali
508,12383,Kutais,Valid,H5,23,Fell,1977,44.51667,39.3,23451,2480,Kutais
509,12384,Kuttippuram,Valid,L6,45000,Fell,1914,10.83333,76.03333,71219,2520,Kuttippuram
510,12385,Kuznetzovo,Valid,L6,4047,Fell,1932,55.2,75.33333,57760,429,Kuznetzovo
511,12390,Kyushu,Valid,L6,45000,Fell,1886,32.03333,130.63333,20555,13800000,Kyushu
512,12392,La Bécasse,Valid,L6,2800,Fell,1879,47.08333,1.75,80309,1060000,L'Aigle
513,12394,La Charca,Valid,OC,399,Fell,1878,20.66667,-101.28333,83084,286000,La Bécasse
514,12395,La Colina,Valid,H5,2000,Fell,1924,-37.33333,-61.53333,89922,6230,La Charca
515,12396,La Criolla,Valid,L6,45000,Fell,1985,-31.23333,-58.16667,24693,1170000,La Colina
516,12408,Laborel,Valid,H5,3833,Fell,1871,44.28333,5.58333,78423,852,La Criolla
517,12433,Lahrauli,Valid,Ureilite,900,Fell,1955,26.78333,82.71667,28580,2620,Laborel
518,12434,L'Aigle,Valid,L6,37000,Fell,1803,48.76667,0.63333,87567,439,Lahrauli
519,12435,Lakangaon,Valid,Eucrite-mmict,212.5,Fell,1910,21.86667,76.03333,66066,965,Lakangaon
520,12451,Lalitpur,Valid,L6,372,Fell,1887,24.45,78.56667,95908,110000,Lalitpur
521,12455,Lancé,Valid,CO3.5,51700,Fell,1872,47.7,1.06667,9515,121000,Lancé
522,12456,Lancon,Valid,H6,7000,Fell,1897,43.75,5.11667,34004,161000,Lancon
523,12461,Långhalsen,Valid,L6,2300,Fell,1947,58.85,16.73333,45997,177000,Lanxi
524,12464,Lanxi,Valid,L6,1282,Fell,1986,46.24167,126.19611,24725,4750,Lanzenkirchen
525,12465,Lanzenkirchen,Valid,L4,7000,Fell,1925,47.75,16.23333,79589,670,Laochenzhen
526,12466,Laochenzhen,Valid,H5,14250,Fell,1987,33.13333,115.16667,16790,5640,Launton
527,12740,Launton,Valid,L6,1060,Fell,1830,51.9,-1.11667,79640,336,Lavrentievka
528,12743,Lavrentievka,Valid,L6,800,Fell,1938,52.45,51.56667,55609,348,Långhalsen
529,12748,Le Pressoir,Valid,H5,3000,Fell,1845,47.16667,0.43333,50567,4430,Le Pressoir
530,12749,Le Teilleul,Valid,Howardite,780,Fell,1845,48.53333,-0.86667,85609,4070,Le Teilleul
531,12755,Leedey,Valid,L6,51500,Fell,1943,35.88333,-99.33333,47890,19400,Leedey
532,12756,Leeuwfontein,Valid,L6,460,Fell,1912,-25.66667,28.36667,85387,1560,Leeuwfontein
533,12759,Leighlinbridge,Valid,L6,271.4,Fell,1999,52.66667,-6.96667,11165,6830,Leighlinbridge
534,12760,Leighton,Valid,H5,877,Fell,1907,34.58333,-87.5,92847,3540000,Leighton
535,12765,Leonovka,Valid,L6,700,Fell,1900,52.26667,32.85,34258,357,Leonovka
536,12769,Les Ormes,Valid,L6,125,Fell,1857,48.35,3.25,90739,119000,Les Ormes
537,12772,Lesves,Valid,L6,2000,Fell,1896,50.36667,4.73333,271,1350,Lesves
538,14646,Lichtenberg,Valid,H6,4000,Fell,1973,-26.15,26.18333,62900,735000,Lichtenberg
539,14650,Lillaverke,Valid,H5,6862,Fell,1930,56.65,15.86667,57440,412,Lillaverke
540,14652,Limerick,Valid,H5,50000,Fell,1813,52.56667,-8.78333,67496,2930000,Limerick
541,14655,Linum,Valid,L6,1862,Fell,1854,52.75,12.9,41189,307000,Linum
542,14659,Lishui,Valid,L5,498,Fell,1978,31.63333,118.98333,34846,257000,Lishui
543,14661,Lissa,Valid,L6,12800,Fell,1808,50.2,14.85,34376,2650000,Lissa
544,14664,Little Piney,Valid,L5,491,Fell,1839,37.91667,-92.08333,51804,2170,Little Piney
545,14670,Lixna,Valid,H4,5213,Fell,1820,56,26.43333,78362,1030,Lixna
