id,idx,name,nametype,recclass,mass,fall,year,reclat,reclong,impact,impact,impactName
36015,22588,Renfrow,Valid,L6,81600,Found,1986,36.98667,-97.555,76738,19100,Renfrow
36016,22591,Republican River,Valid,H4,135,Found,1942,40.08333,-98.91667,68349,8910,Republican River
36017,56577,Retuerta del Bullaque,Valid,"Iron, IAB-MG",100000,Found,1980,39.45889,-4.3775,39789,1290,Retuerta del Bullaque
36018,45007,Rhall Amane,Valid,H4,224,Found,2005,23.2925,-10.17483,8758,10,Rhall Amane
36020,22594,Rhine Villa,Valid,"Iron, IIIE",3325,Found,1900,-34.66667,139.28333,95665,10600,Rhine Villa
36021,22595,Rhineland,Valid,H5,6240,Found,1961,33.53333,-99.61667,16004,1120000,Rhineland
36022,22596,Rica Aventura,Valid,"Iron, IVA",5395,Found,1910,-21.98333,-69.61667,75901,168,Rica Aventura
36023,22598,Richa,Valid,"Iron, IID",1500,Found,1960,10,9,22630,1740000,Richa
36024,22600,Richfield,Valid,LL3.7,40800,Found,1983,37.22222,-101.68139,40264,465000,Richfield
36025,22601,Richland,Valid,"Iron, IIAB",50600,Found,1951,31.9,-96.4,2288,120000,Richland
36026,22604,Ridgecrest,Valid,H5,9.69,Found,1958,35.58333,-117.56667,39636,1160000,Ridgecrest
36027,22605,Rifle,Valid,"Iron, IAB-MG",102700,Found,1948,38.51667,-107.83333,60276,956000,Rifle
36028,22606,Rincon,Valid,L6,249.4,Found,1995,-23.87083,-67.17639,38599,1280000,Rincon
36029,22607,Rio Bunge,Valid,L,11,Found,,,,23394,50,Rio Bunge
36030,44799,Río Cuarto,Valid,Eucrite,62.7,Found,,-32.87167,-64.22333,36204,184000,Río Cuarto
36031,22608,Rio do Pires,Valid,L6,118,Found,1991,-13.12333,-42.2885,86559,334000,Rio do Pires
36032,22609,Rio Limay,Valid,L5,280000,Found,1995,-39.85,-69.48333,86728,4710,Rio Limay
36033,55670,Rio Rancho,Valid,L6,1001,Found,2011,35.3,-106.63333,46920,23300,Rio Rancho
36034,22612,River,Valid,L5,190.5,Found,1965,-30.36667,126.01667,66444,5900000,River
36035,22613,Riverton,Valid,H5,103.3,Found,1960,50.94,-96.99167,62141,2440000,Riverton
36036,22616,Roach,Valid,LL6,10.56,Found,1998,35.63333,-115.36667,18344,4270000,Roach
36037,22617,Roach Dry Lake,Valid,L6,5,Found,2000,35.65933,-115.37167,28752,3440,Roach Dry Lake
36047,22625,Roberts Butte,Valid,H4,33.2,Found,2003,-72.65333,160.30703,79698,324,Roberts Butte
36048,36496,Roberts Massif,Valid,LL6,1327.7,Found,2003,,,53329,6680,Roberts Massif
36277,22638,Rock Creek,Valid,L5,1641,Found,1980,34.42222,-101.4975,52476,1660000,Rock Creek
36278,22639,Rock Springs,Valid,L6,52.7,Found,2003,41.65,-109.025,79782,1780000,Rock Springs
36279,22643,Rodeo,Valid,"Iron, IID",44000,Found,1852,25.33333,-104.66667,95886,8660000,Rodeo
36280,22644,Roebourne,Valid,"Iron, IIIAB",86860,Found,1892,-22.33333,118,88135,54100,Roebourne
36281,22645,Rogers,Valid,L,982,Found,1974,34.065,-103.40833,43135,18500000,Rogers
36282,22646,Rolla (1936),Valid,H5,440,Found,1936,37.11667,-101.6,60345,63,Rolla (1936)
36283,22647,Rolla (1939),Valid,H4,207.5,Found,1939,37.11667,-101.6,1249,189,Rolla (1939)
36284,22648,Rolla (1941),Valid,H5,435,Found,1941,37.08333,-101.6,34006,50,Rolla (1941)
36285,22649,Rolla (d),Valid,H,50,Found,1942,37.08333,-101.6,1869,175,Rolla (d)
36286,52890,Romashki,Valid,L6,3400,Found,2009,50.28533,46.69967,5082,3760,Romashki
36287,22651,Romero,Valid,H4,17200,Found,1938,35.76667,-102.95,79160,1150000,Romero
36288,22652,Rooikop,Valid,H5,1039,Found,1991,-23.08333,14.715,39102,715,Rooikop
36291,22655,Roosevelt,Valid,H3.4,5200,Found,1972,34.86667,-98.95,1966,498000,Roosevelt
36292,22656,Roosevelt County,Valid,H3.8,462,Found,1968,33.78333,-103.56667,63094,3600,Roosevelt County
36402,22763,Roper River,Valid,"Iron, IIIAB",6400,Found,1953,-15,135,61714,17000,Roper River
36403,57434,Rosamond,Valid,LL3,11.1,Found,2012,34.82793,-118.1464,89435,912000,Rosamond
36404,22764,Rosamond Dry Lake,Valid,L,850,Found,1940,34.83333,-118.06667,17281,4020,Rosamond Dry Lake
36405,22765,Rosario,Valid,"Iron, IAB-MG",2700,Found,1896,14.6,-88.68333,67485,6890000,Rosario
36406,22767,Rosebud,Valid,H5,54900,Found,1915,30.81667,-97.05,48750,3820000,Rosebud
36407,22768,Round Top (a),Valid,L5,9935,Found,1934,30.05806,-96.65139,3587,119000,Round Top (a)
36408,22769,Round Top (b),Valid,H4,7166,Found,1939,30.06667,-96.7,46584,26800,Round Top (b)
36409,22770,Roundsprings,Valid,H5,6000,Found,1986,39.16667,-98.43333,13697,226,Roundsprings
36410,22771,Roundup,Valid,"Iron, IIIAB",17590,Found,1990,46.78333,-108.56667,73752,496000,Roundup
36411,22772,Rowena,Valid,H6,34700,Found,1962,-29.8,148.63333,44359,2360000,Rowena
36412,22774,Roy (1933),Valid,L5,47200,Found,1933,35.95,-104.2,76184,273,Roy (1933)
36413,22775,Roy (1934),Valid,L6,5619,Found,1934,35.95,-104.2,30607,136,Roy (1934)
36414,22776,Rub' al-Khali,Valid,H5,490,Found,1955,20,50,65954,131000,Rub' al
36417,22779,Ruff's Mountain,Valid,"Iron, IIIAB",53070,Found,1844,34.3,-81.4,376,524,Ruff's Mountain
36418,22781,Rumanová,Valid,H5,4300,Found,1994,48.348,17.866,38052,2140,Rumanová
36419,22785,Rush County,Valid,H5,4300,Found,1948,39.5,-85.5,24798,18200,Rush County
36420,22786,Rush Creek,Valid,L6,9300,Found,1938,38.61667,-102.71667,1786,1690000,Rush Creek
36421,22787,Rushville,Valid,L5,50,Found,1866,39.61667,-85.45,10812,138000,Rushville
36422,22788,Russel Gulch,Valid,"Iron, IIIAB",13200,Found,1863,39.8,-105.5,821,451,Russel Gulch
36423,22789,Ryan Field,Valid,H5,8.9,Found,1982,32.13333,-111.13333,57357,30000,Ryan Field
36424,22790,Ryder Gletcher,Valid,L5,5288,Found,1988,81.16667,-49,58477,8,Ryder Gletcher
36425,22794,Sacramento Mountains,Valid,"Iron, IIIAB",237200,Found,1890,32.91667,-104.66667,84146,8510,Sacramento Mountains
36426,34065,Sacramento Wash,Valid,H4,98.9,Found,2003,34.75637,-114.23435,38771,2080,Sacramento Wash
36431,22795,Safsaf,Valid,L6,11870,Found,1998,30.26667,-4.66667,59847,26000,Safsaf
36432,22797,Saginaw,Valid,Iron,44500,Found,1979,32.86583,-97.32306,10377,1110000,Saginaw
36433,22798,Sahara,Valid,L3.8,1665,Found,2000,,,70530,966000,Sahara
36724,23080,Saint Augustine,Valid,"Iron, IID",22000,Found,1974,40.71667,-90.41667,67,1670000,Saint Augustine
36725,23096,Saint-Aubin,Valid,"Iron, IIIAB",472000,Found,1968,48.48333,3.58333,14057,1500000,Saint
36726,23720,Sainte Rose,Valid,H3.6,430,Found,1983,-21.19222,55.68639,78289,1070000,Sainte Rose
36727,23105,Salaices,Valid,H4,24500,Found,1971,27,-105.25,27729,1470,Salaices
36728,53813,Salar de Atacama,Valid,L6,223,Found,2008,-23.826,-68.57217,29160,15300,Salar de Atacama
36729,23106,Salar de Imilac,Valid,H5,1005,Found,2000,-24.20333,-68.805,33886,1130,Salar de Imilac
36730,23108,Salina,Valid,Iron,235,Found,1908,38.98333,-111.85,92998,1090000,Salina
36731,23109,Saline,Valid,H5,30800,Found,1901,39.4,-100.4,70655,3490000,Saline
36732,23110,Salla,Valid,L6,7000,Found,1963,66.8,28.45,37345,587000,Salla
36733,23112,Salt Lake City,Valid,H5,875,Found,1869,40.91667,-111.66667,20906,1000000,Salt Lake City
36734,23113,Salt River,Valid,"Iron, IIC",3600,Found,1850,37.95,-85.78333,29390,1360000,Salt River
36735,23116,Sam's Valley,Valid,"Iron, IIIAB",6920,Found,1894,42.53333,-122.875,77077,443,Sam's Valley
36736,23117,San Angelo,Valid,"Iron, IIIAB",88000,Found,1897,31.41667,-100.35,81862,56600,San Angelo
36737,55265,San Bernardino Wash,Valid,L5,258,Found,2010,34.00056,-115.72972,41286,99,San Bernardino Wash
36738,23118,San Borjita,Valid,L4,12300,Found,1983,-27.55861,-56.13444,93026,89,San Borjita
36739,23119,San Carlos,Valid,H4,3600,Found,1942,-35.53333,-58.76667,88543,5060000,San Carlos
36740,23121,San Cristobal,Valid,"Iron, IAB-ung",5000,Found,1882,-23.43333,-69.5,91496,5040000,San Cristobal
36741,23122,San Emigdio,Valid,H4,36000,Found,1887,36,-119,79923,23800,San Emigdio
36742,23123,San Francisco del Mezquital,Valid,"Iron, IIAB",7500,Found,1868,23.48333,-104.36667,69534,144,San Francisco del Mezquital
36743,23124,San Francisco Mountains,Valid,"Iron, IVA",1700,Found,1920,35,-112,77410,776000,San Francisco Mountains
36744,47356,San Joaquin,Valid,L5/6,31.8,Found,2005,32.16657,-111.11718,99298,12600000,San Joaquin
36745,23125,San José,Valid,H5,532,Found,1944,24.7,-99.08333,32484,1390000,San José
36746,23126,San Juan,Valid,L5,1229,Found,2001,-25.575,-69.795,51378,900000,San Juan
36753,48685,SanJuan ,Valid,LL6,103.78,Found,2007,-25.4485,-69.851833,68355,222000,SanJuan 
36812,23129,San Luis,Valid,H,,Found,1964,-33.33333,-66.38333,16,894000,San Luis
36813,23131,San Pedro Springs,Valid,L6,72,Found,1887,29.5,-98.5,16651,1120,San Pedro Springs
36814,23132,Sanclerlandia,Valid,"Iron, IIIAB",279000,Found,1971,-16.21667,-50.3,68947,529,Sanclerlandia
36815,23133,Sand Creek,Valid,H5,2443,Found,1986,39.43,-99.995,36579,1140000,Sand Creek
36816,23134,Sand Draw,Valid,H5,1200,Found,1947,40.81667,-102.25,51358,1780,Sand Draw
36817,23135,Sanderson,Valid,"Iron, IIIAB",6800,Found,1936,30.13333,-102.15,72175,3130000,Sanderson
36818,36569,Sandford Cliffs,Valid,L5,5168,Found,2003,,,54765,243,Sandford Cliffs
36878,23156,Sandia Mountains,Valid,"Iron, IIAB",45000,Found,1925,35.25,-106.5,36493,226000,Sandia Mountains
36879,23157,Sandtown,Valid,"Iron, IIIAB",9350,Found,1938,35.93333,-91.63333,6899,105000,Sandtown
36880,23158,Sandy Creek,Valid,L5,1330,Found,1999,40.43333,-98.06667,61883,152000,Sandy Creek
36881,23160,Santa Apolonia,Valid,"Iron, IIIAB",1.316e+06,Found,1872,19.21667,-98.3,52358,92900,Santa Apolonia
36882,23162,Santa Catharina,Valid,"Iron, IAB-ung",7e+06,Found,1875,-26.21667,-48.6,42190,4650,Santa Catharina
36883,23163,Santa Clara,Valid,"Iron, IVB",63000,Found,1976,24.46667,-103.35,26029,683000,Santa Clara
36884,23166,Santa Luzia,Valid,"Iron, IIAB",1.918e+06,Found,1921,-16.26667,-47.95,23261,490000,Santa Luzia
36885,23167,Santa Rosa,Valid,"Iron, IC",825000,Found,1810,5.91667,-73,27845,320000,Santa Rosa
36886,23168,Santa Rosalia,Valid,"Pallasite, PMG",1631,Found,1950,27.33333,-112.33333,11965,268000,Santa Rosalia
36887,35478,Santa Vitoria do Palmar,Valid,L3,50400,Found,2003,-33.50944,-53.41083,66258,48700,Santa Vitoria do Palmar
36888,23169,Santiago Papasquiero,Valid,"Iron, ungrouped",119500,Found,1958,24.5,-106,29831,697,Santiago Papasquiero
36889,23170,São João Nepomuceno,Valid,"Iron, IVA-an",15300,Found,1960,-21.55,-43.01667,61668,432,São João Nepomuceno
36890,23172,São Julião de Moreira,Valid,"Iron, IIAB",162000,Found,1883,41.76611,-8.58361,6421,926,São Julião de Moreira
36891,23174,Saotome,Valid,"Iron, IVA",10880,Found,1892,36.5,137,34749,345000,Saotome
36892,23175,Sappa,Valid,L6,5950,Found,1983,39.84433,-100.51,89001,30400,Sappa
36893,23177,Sardis,Valid,"Iron, IAB complex",800000,Found,1940,32.94889,-81.865,32990,1460000,Sardis
36894,23178,Sarepta,Valid,"Iron, IAB-MG",14000,Found,1854,48.48333,44.81667,70610,99000,Sarepta
36895,23179,Sargiin Gobi,Valid,"Iron, IAB complex",17500,Found,1964,45.9835,105.75883,35348,99,Sargiin Gobi
36896,23180,Sarir Qattusah,Valid,L/LL3,796,Found,1994,26.4455,15.5925,15884,189,Sarir Qattusah
36901,23185,Sarir Tibesti,Valid,H5,6697,Found,1994,24.297,18.41433,77287,69,Sarir Tibesti
36902,23186,Sarratola,Valid,L5,265,Found,1948,24.4,81.88333,18897,54,Sarratola
36903,23189,Savannah,Valid,"Iron, IIIAB",60000,Found,1923,35.16667,-88.18333,7896,8610000,Savannah
36904,23191,Sawtooth Knob,Valid,"Iron, IIAB",18.54,Found,2002,40.86217,-118.54167,36291,142,Sawtooth Knob
36905,53806,Sawyer,Valid,H4,8100,Found,2006,37.52392,-98.62993,27297,6120000,Sawyer
36906,23193,Sayh al Uhaymir,Valid,L5,450000,Found,2000,20.51667,56.66667,68553,73800,Sayh al Uhaymir
37377,23456,Schaap-Kooi,Valid,H4,2700,Found,1910,-32.08333,21.33333,31953,65,Schaap
37378,23461,Schwetz,Valid,"Iron, IIIAB",21500,Found,1850,53.4,18.45,77005,11600,Schwetz
37379,23462,Scott City,Valid,H5,2135,Found,1905,38.46667,-100.93333,58161,120000,Scott City
37380,47667,Scott Glacier,Valid,LL5,1383.6,Found,2006,,,11000,7190,Scott Glacier
37417,23466,Scottsville,Valid,"Iron, IIAB",10000,Found,1867,36.76667,-86.16667,87897,226000,Scottsville
37418,23468,Scurry,Valid,H5,118000,Found,1937,32.5,-101,18612,1190000,Scurry
37419,23469,Seagraves,Valid,H4,13000,Found,1962,32.93333,-102.58333,31702,38300,Seagraves
37420,23470,Seagraves (b),Valid,H5,4600,Found,1976,32.91722,-102.5,11276,82,Seagraves (b)
37421,23471,Seagraves (c),Valid,L6/7,26810,Found,1989,32.98333,-102.56667,34202,246,Seagraves (c)
37422,23474,Seeläsgen,Valid,"Iron, IAB-MG",102000,Found,1847,52.26667,15.55,87550,944,Seeläsgen
37423,23475,Seemore Downs,Valid,L/LL4,429,Found,1991,-30.58333,125.21667,95775,236,Seemore Downs
37424,23477,Séguédine,Valid,H6,444,Found,2002,20.81833,12.97333,31563,170,Séguédine
37425,23478,Seguin,Valid,H6,750,Found,1956,39.36667,-100.63333,74584,2550000,Seguin
37426,23479,Seibert (a),Valid,H5,3500,Found,1941,39.3,-102.83333,96442,1630,Seibert (a)
37427,23480,Seibert (b),Valid,L6,8600,Found,1991,39.27667,-102.88667,5576,383,Seibert (b)
37428,23482,Selcany,Valid,Iron,20,Found,1900,49.75,14.41667,4575,76,Selcany
37429,23484,Selden,Valid,LL5,1560,Found,1960,39.53333,-100.56667,25657,860000,Selden
37430,23485,Seligman,Valid,"Iron, IAB-MG",2200,Found,1949,35.28333,-112.86667,79177,1690000,Seligman
37431,23486,Selma,Valid,H4,140600,Found,1906,32.4,-87,81835,2500000,Selma
37432,23488,Seminole,Valid,H4,43900,Found,1961,32.68333,-102.61667,74841,1950000,Seminole
37433,23489,Seminole (b),Valid,H4,1184,Found,1965,32.54333,-102.705,36528,90,Seminole (b)
37434,23490,Seminole (c),Valid,H4,1711,Found,1967,32.55,-102.39167,70144,337,Seminole (c)
37435,23491,Seminole (d),Valid,H6,1710,Found,1976,32.71667,-102.65,8879,48400,Seminole (d)
37436,23492,Seminole (e),Valid,H5,758.2,Found,1977,32.71667,-102.65,41695,207,Seminole (e)
37437,54436,Seminole (f),Valid,H5,5421,Found,2008,32.70038,-102.67268,96365,93,Seminole (f)
37438,55293,Seminole (g),Valid,H5,640.4,Found,1999,32.71667,-102.65,53495,133,Seminole (g)
37439,23493,Seminole Draw (a),Valid,L6,478,Found,1976,32.71667,-102.65,17215,72,Seminole Draw (a)
37440,23494,Seminole Draw (b),Valid,H5,1192.7,Found,1976,32.71667,-102.65,88814,42,Seminole Draw (b)
37441,23497,Seneca,Valid,H4,1900,Found,1936,39.83333,-96.06667,98567,3420000,Seneca
37442,23498,Seneca Falls,Valid,"Iron, IIIAB",4000,Found,1850,42.91667,-76.78333,14853,730000,Seneca Falls
37443,23499,Seneca Township,Valid,"Iron, IVA",11500,Found,1923,41.78333,-84.18333,30070,30200,Seneca Township
37444,23503,Serrania de Varas,Valid,"Iron, IVA",1500,Found,1875,-24.55,-69.06667,62138,290,Serrania de Varas
37445,23505,Seth Ward,Valid,H5,3800,Found,1977,34.26889,-101.64722,45472,5200,Seth Ward
37446,23506,Sevaruyo,Valid,H5,12.37,Found,2001,-19.36775,-66.96787,99203,201,Sevaruyo
37447,23507,Severny Kolchim,Valid,H3,1390,Found,1965,60.5,57,64575,89,Severny Kolchim
37448,23510,Seymchan,Valid,"Pallasite, PMG",323300,Found,1967,62.9,152.43333,48678,31700,Seymchan
37449,23511,Seymour,Valid,"Iron, IAB-MG",25900,Found,1940,37.2375,-92.78694,78366,6070000,Seymour
37450,23513,Shafter Lake,Valid,H5,3027,Found,1933,32.4,-102.58333,61799,5050,Shafter Lake
37451,52642,Shahdad,Valid,H5,1074,Found,2005,30.55383,57.78417,27222,3710,Shahdad
37452,23514,Shalim,Valid,LL6,286,Found,2000,18.185,55.11,81548,11700,Shalim
37472,23522,Shallowater,Valid,Aubrite,4650,Found,1936,33.7,-101.93333,4530,30600,Shallowater
37473,23523,Shangdu,Valid,"Iron, IIIAB",247000,Found,1957,42.5,114,10365,120000,Shangdu
37474,23524,Sharon Springs,Valid,L6,23400,Found,1983,38.77083,-101.79833,15695,148000,Sharon Springs
37475,23526,Shaw,Valid,L6/7,17500,Found,1937,39.53333,-103.33333,26848,13200000,Shaw
37476,53761,Shawnee,Valid,"Iron, IAB-MG",8181,Found,2010,0,0,95688,2280000,Shawnee
37477,23527,Sheephole Valley,Valid,H4,62.1,Found,1999,34.125,-115.56333,34723,517,Sheephole Valley
37479,23532,Shibayama,Valid,L6,235,Found,1969,35.765,140.41,25947,33300,Shibayama
37480,23533,Shields,Valid,H5,9780,Found,1962,38.7,-100.35,6147,9250000,Shields
37481,23535,Shingle Springs,Valid,"Iron, ungrouped",39000,Found,1869,38.66667,-120.93333,5957,50300,Shingle Springs
37482,23536,Shirahagi,Valid,"Iron, IVA",22700,Found,1890,36.7,137.36667,49991,322,Shirahagi
37483,23537,Shiraiwa,Valid,H4,950,Found,1915,39.5,140.2,54814,3290,Shiraiwa
37484,23539,Shişr,Valid,L6,936.8,Found,2001,18.508,53.98733,22545,856,Shişr
37607,23580,Shohaku,Valid,Iron,101,Found,1938,40.31667,126.91667,52061,3580,Shohaku
37608,23581,Shrewsbury,Valid,"Iron, IAB-sLL",12000,Found,1907,39.76667,-76.66667,8098,1250000,Shrewsbury
37609,23585,Sidney,Valid,L,6000,Found,1941,41.05,-102.9,74813,15600000,Sidney
37610,23587,Sierra Blanca,Valid,"Iron, IAB?",405,Found,1784,27.15,-104.9,16494,387000,Sierra Blanca
37611,23588,Sierra Colorada,Valid,L5,71300,Found,1995,-40.8,-67.48333,76094,5500,Sierra Colorada
37612,23589,Sierra County,Valid,H5,1000,Found,1962,33,-107.5,84743,72900,Sierra County
37613,23590,Sierra Gorda,Valid,"Iron, IIAB",26000,Found,1898,-22.9,-69.35,38725,19700,Sierra Gorda
37614,23591,Sierra Sandon,Valid,"Iron, IIIAB",6330,Found,1923,-25.16667,-69.28333,23540,94,Sierra Sandon
37615,23592,Signal Mountain,Valid,"Iron, IVA",63500,Found,1919,32.5,-115.5,54772,73500,Signal Mountain
37616,45009,Silet,Valid,L5,971,Found,2004,22.78333,4.15,48406,86300,Silet
37617,23595,Silurian Dry Lake,Valid,LL6,43.8,Found,2000,35.51752,-116.17607,56804,83,Silurian Dry Lake
37618,23596,Silver Bell,Valid,"Iron, IIAB",5100,Found,1939,32.48333,-111.56667,52849,787000,Silver Bell
37619,23597,Silver Crown,Valid,"Iron, IAB-MG",11600,Found,1887,41.23333,-104.98333,74668,18900,Silver Crown
37620,23598,Silver Dry Lake,Valid,L4,218.8,Found,2000,35.37333,-116.125,21969,712,Silver Dry Lake
37622,23600,Silverton (New South Wales),Valid,L6,350.7,Found,1883,-31.88333,141.2,18052,2600,Silverton (New South Wales)
37623,23601,Silverton (Texas),Valid,H4,2576,Found,1938,34.53333,-101.18333,71100,2080,Silverton (Texas)
37624,23602,Simbirsk (of P. Partsch),Valid,OC,1500,Found,1838,54.3,48.4,51130,40,Simbirsk (of P
37625,23604,Simondium,Valid,Mesosiderite-A4,1600,Found,1907,-33.85,18.95,69147,1150,Simondium
37626,23607,Sinawan,Valid,L6,28600,Found,1991,31,11.66667,56959,398,Sinawan
37630,23612,Singhur,Valid,Pallasite?,14180,Found,1847,18.31667,73.91667,79313,179,Singhur
37631,23615,Siratik,Valid,"Iron, IIAB",1700,Found,1716,14,-11,13921,302,Siratik
37632,23618,Siwa,Valid,L5-6,36,Found,1994,28.5,25.5,25825,1660000,Siwa
37633,23622,Skiff,Valid,H4,3540,Found,1966,49.25,-111.86667,69758,2460000,Skiff
37634,23623,Skookum,Valid,"Iron, IVB",16000,Found,1905,63.91667,-139.33333,81947,160000,Skookum
37635,23624,Slaghek's Iron,Valid,"Iron, IIIAB",1900,Found,1916,,,28544,60,Slaghek's Iron
37636,23625,Slaton,Valid,L4,1070,Found,1941,33.43333,-101.75,12397,144000,Slaton
37637,23627,Sleeper Camp,Valid,L6,1250,Found,1962,-30.25,126.33333,47785,750,Sleeper Camp
37664,23644,Sligo,Valid,H3.9,78,Found,1976,33.11861,-102.74056,17766,283000,Sligo
37665,23646,Slobodka (of P. Partsch),Valid,L6,950,Found,1838,55,35,50354,34,Slobodka (of P
37666,23647,Slovak,Valid,H5,8220,Found,1962,34.65,-91.58333,99409,103000,Slovak
37667,23648,Smara,Valid,Eucrite-pmict,12870,Found,2000,26.68333,-11.73333,74295,49600,Smara
37668,23649,Smith Center,Valid,L6,1585,Found,1937,39.83333,-99.01667,38622,1290000,Smith Center
37669,23650,Smithland,Valid,"Iron, IVA",5000,Found,1839,37.13333,-88.4,31598,29400,Smithland
37670,23651,Smithonia,Valid,"Iron, IIAB",69900,Found,1940,34,-83.16667,20856,2470,Smithonia
37671,23652,Smith's Mountain,Valid,"Iron, IIIAB",5000,Found,1863,36.41667,-80,30991,280,Smith's Mountain
37672,23653,Smithsonian Iron,Valid,"Iron, IIAB",3510,Found,1881,,,60535,146,Smithsonian Iron
37673,23654,Smithville,Valid,"Iron, IAB-MG",70500,Found,1840,35.98333,-85.85,69221,799000,Smithville
37674,57453,Smokey Spring,Valid,H4,254,Found,2011,40.95465,-118.49693,18847,101,Smokey Spring
37675,23655,Smyer,Valid,H6,3273,Found,1968,33.58333,-102.16667,4026,9270,Smyer
37676,23656,Snake Bore,Valid,H5,66,Found,1975,-31.1,138.26667,82317,895,Snake Bore
37677,23657,Snyder,Valid,H3,16900,Found,1983,32.71667,-100.91667,64723,7820000,Snyder
37678,23658,Snyder Hill,Valid,L5,1160,Found,1994,32.15833,-111.11333,27653,5810,Snyder Hill
37679,23659,Social Circle,Valid,"Iron, IVA",99300,Found,1927,33.7,-83.7,10340,500000,Social Circle
37680,23662,Soledade,Valid,"Iron, IAB-MG",68000,Found,1986,-29.05,-51.43333,69050,331000,Soledade
37681,23664,Sombrerete,Valid,"Iron, IAB-sHL",10000,Found,1958,23.63333,-103.66667,95966,12000,Sombrerete
37682,23665,Somervell County,Valid,"Pallasite, PMG",11800,Found,1919,32.18333,-97.8,32616,9020,Somervell County
37683,23666,Somesbar,Valid,H6,60,Found,1977,41.38333,-123.5,99545,443,Somesbar
37684,23669,Soper,Valid,"Iron, ungrouped",3700,Found,1938,34.03333,-95.58333,29972,811000,Soper
37685,23673,Souslovo,Valid,L4,19300,Found,1997,55.4295,55.78727,8248,416,Souslovo
37686,23674,South African Railways,Valid,"Iron, IVA",47000,Found,1938,,,73245,37600,South African Railways
37687,23675,South Bend,Valid,"Pallasite, PMG",2500,Found,1893,41.65,-86.21667,74358,769000,South Bend
37688,23676,South Byron,Valid,"Iron, ungrouped",6000,Found,1915,43.03333,-78.03333,18737,868000,South Byron
37689,23677,South Dahna,Valid,"Iron, IAB complex",275000,Found,1957,22.56667,48.3,42164,299,South Dahna
37690,23679,South Oman,Valid,EH4/5,90,Found,1958,21,56.66667,93856,7220,South Oman
37691,23680,South Plains,Valid,L5,4763,Found,1971,34.26667,-101.25,49834,629000,South Plains
37692,23682,Southampton,Valid,Pallasite,3580,Found,2001,44.50642,-81.37217,14408,7860000,Southampton
37693,23683,Southern Arizona,Valid,"Iron, IAB-sLL",266,Found,1947,,,19056,56100,Southern Arizona
37694,23684,Southern Michigan,Valid,Iron,49,Found,1965,,,29544,141000,Southern Michigan
37695,23686,Spade,Valid,H6,8860,Found,2000,34.00111,-102.12833,85707,6640000,Spade
37696,23687,Spearman,Valid,"Iron, IIIAB",10400,Found,1934,36.25,-101.21667,61352,2170000,Spearman
37697,23688,Springer,Valid,H5,8143,Found,1965,36.34611,-97.185,94585,331000,Springer
37698,23689,Springfield,Valid,L6,3200,Found,1937,37.38333,-102.63333,34171,21400000,Springfield
37699,23690,Springfield (b),Valid,L,229.3,Found,1937,37.48333,-102.67667,87986,606,Springfield (b)
37700,23691,Springlake,Valid,L6,17300,Found,1980,34.34444,-102.22361,14370,17300,Springlake
37701,23692,Springwater,Valid,"Pallasite, PMG-an",67600,Found,1931,52,-108.3,97780,132000,Springwater
37702,56165,Spruce,Valid,L5,983,Found,2011,40.801,-114.701,69525,5800000,Spruce
37704,23693,Squaw Creek,Valid,"Iron, IIAB",14500,Found,,32,-98,8121,103000,Squaw Creek
37705,23694,Ssyromolotovo,Valid,"Iron, IIIAB",217000,Found,1873,58.61667,98.93333,11854,149,Ssyromolotovo
37706,23079,St. Ann,Valid,H6,373.5,Found,1938,40.45,-100.75,8994,225000,St
37707,23084,St. Francis Bay,Valid,L6,531.6,Found,1976,-25.06667,14.88333,74797,15500,St
37708,23085,St. Francois County,Valid,"Iron, IC",3600,Found,1863,37.75,-90.5,51859,4120,St
37709,23086,St. Genevieve County,Valid,"Iron, IIIF",244500,Found,1888,37.96667,-90.31667,70077,4040,St
37710,23088,St. Lawrence,Valid,LL6,2600,Found,1965,31.73333,-101.505,9653,424000,St
37711,23094,St. Peter,Valid,L5,6800,Found,1957,39.4,-100.03333,91982,686000,St
37712,23095,St. Vrain,Valid,OC,45.5,Found,1971,34.31833,-103.47167,8175,44900,St
37713,44800,Starvation Flat,Valid,L5,1250,Found,2002,36.7845,-114.94967,38238,312,Starvation Flat
37714,23714,Starvation Lake,Valid,LL3.9,12000,Found,1975,-30.46667,141.08333,49535,1570,Starvation Lake
37715,23715,Statesboro,Valid,L5,2158.26,Found,2000,32.4375,-81.91667,99099,352000,Statesboro
37716,23716,Staunton,Valid,"Iron, IIIE",43500,Found,1869,38.21667,-79.05,6971,2730000,Staunton
37717,23098,Ste. Croix,Valid,"Iron, IIIAB",4.8,Found,1988,46.83667,6.49472,3754,164000,Ste
37718,23722,Steinbach,Valid,"Iron, IVA-an",98000,Found,1724,50.5,12.5,67149,1190000,Steinbach
37719,56575,Sterley,Valid,"Pallasite, PMG",1724.8,Found,1950,34.21,-101.39,89944,6450,Sterley
37720,23723,Sterling,Valid,Pallasite,679.5,Found,1900,40.6,-103.18333,45458,913000,Sterling
37721,23725,Stewart Hills,Valid,L6,140.3,Found,1991,-84.2,-86,49047,236,Stewart Hills
37722,55530,Stewart Valley,Valid,H6,75.6,Found,2001,36.2058,-116.17042,64807,3300,Stewart Valley
