id,idx,name,nametype,recclass,mass,fall,year,reclat,reclong,impact
330,10926,Glasatovo,Valid,H4,152000,Fell,1918,57.35,37.61667,67621
331,10930,Glatton,Valid,L6,767,Fell,1991,52.45972,-0.3,84646
332,10936,Gnadenfrei,Valid,H5,1750,Fell,1879,50.66667,16.76667,75213
333,10948,Gopalpur,Valid,H6,1600,Fell,1865,24.23333,89.05,24993
334,10949,Gorlovka,Valid,H3.7,3618,Fell,1974,48.28333,38.08333,53213
335,10956,Granes,Valid,L6,9000,Fell,1964,42.9,2.25,39074
336,11196,Grefsheim,Valid,L5,45.5,Fell,1976,60.66667,11,85875
337,50911,Grimsby,Valid,H5,215,Fell,2009,43.2,-79.61667,82278
338,11206,Grosnaja,Valid,CV3,3500,Fell,1861,43.66667,45.38333,27751
339,11207,Gross-Divina,Valid,H5,10500,Fell,1837,49.26667,18.71667,20620
340,11208,Grossliebenthal,Valid,L6,8000,Fell,1881,46.35,30.58333,84826
341,11426,Grüneberg,Valid,H4,1000,Fell,1841,51.93333,15.5,21934
342,11429,Grzempach,Valid,H5,690,Fell,1910,52.86667,16.63333,58677
343,11432,Gualeguaychú,Valid,H6,22000,Fell,1932,-33,-58.61667,75660
344,11435,Guangmingshan,Valid,H5,2910,Fell,1996,39.80417,122.76389,80320
345,11436,Guangnan,Valid,L6,,Fell,1983,24.1,105,7568
346,11437,Guangrao,Valid,L6,1900,Fell,1980,37.1,118.4,16884
347,11439,Guareña,Valid,H6,39000,Fell,1892,38.73333,-6.01667,95239
348,11440,Guêa,Valid,Stone-uncl,1915,Fell,1891,43.76667,20.23333,55436
349,11442,Guibga,Valid,L5,288,Fell,1972,13.5,-0.68333,90264
350,11443,Guidder,Valid,LL5,968,Fell,1949,9.91667,13.98333,62636
351,11448,Gujargaon,Valid,H5,2449,Fell,1982,22.98333,76.05,707
352,11449,Gujba,Valid,CBa,100000,Fell,1984,11.49167,11.65833,45782
353,11450,Gumoschnik,Valid,H5,5700,Fell,1904,42.9,24.7,63110
354,11464,Gurram Konda,Valid,L6,28,Fell,1814,13.78333,78.56667,66691
355,11465,Gursum,Valid,H4/5,34650,Fell,1981,9.36667,42.41667,18453
356,11466,Gütersloh,Valid,H3/4,1000,Fell,1851,51.91667,8.38333,9666
357,11467,Gyokukei,Valid,OC,1320,Fell,1930,35,127.5,35505
358,11468,Hachi-oji,Valid,H?,0.2,Fell,1817,35.65,139.33333,84717
359,11472,Hainaut,Valid,H3-6,9000,Fell,1934,50.31667,3.73333,32493
360,11479,Hallingeberg,Valid,L3.4,1456,Fell,1944,57.81667,16.23333,72785
361,11485,Hamlet,Valid,LL4,3710,Fell,1959,41.38333,-86.6,16400
362,11824,Haraiya,Valid,Eucrite-mmict,1000,Fell,1878,26.8,82.53333,46821
363,11829,Haripura,Valid,CM2,315,Fell,1921,28.38333,75.78333,39042
364,11830,Harleton,Valid,L6,8360,Fell,1961,32.675,-94.51167,19478
365,11842,Harrison County,Valid,L6,680,Fell,1859,38.25,-86.16667,41331
366,11848,Hashima,Valid,H4,1110.6,Fell,1910,35.2945,136.70033,5135
367,11852,Hassi-Jekna,Valid,"Iron, IAB-sHL",1250,Fell,1890,28.95,0.81667,82405
368,11855,Hatford,Valid,Stone-uncl,29000,Fell,1628,51.65,-1.51667,40385
369,11859,Haverö,Valid,Ureilite,1544,Fell,1971,60.24556,22.06194,42574
370,11869,Hedeskoga,Valid,H5,3500,Fell,1922,55.46667,13.78333,51461
371,11870,Hedjaz,Valid,L3.7-6,6100,Fell,1910,27.33333,35.66667,76817
372,11875,Heredia,Valid,H5,1000,Fell,1857,10,-84.1,82865
373,11878,Hessle,Valid,H5,20000,Fell,1869,59.85,17.66667,46004
374,11883,Higashi-koen,Valid,H5,750,Fell,1897,33.6,130.43333,35939
375,11884,High Possil,Valid,L6,4500,Fell,1804,55.9,-4.23333,6473
376,11889,Hiroshima,Valid,H5,414,Fell,2003,34.45,132.38333,82543
377,44714,Hoima,Valid,H6,167.7,Fell,2003,1.345,31.47278,26852
378,11893,Hökmark,Valid,L4,305.5,Fell,1954,64.43333,21.2,18886
379,11894,Holbrook,Valid,L/LL6,220000,Fell,1912,34.9,-110.18333,19568
380,11895,Holetta,Valid,Stone-uncl,1415,Fell,1923,9.06667,38.41667,43510
381,11901,Homestead,Valid,L5,230000,Fell,1875,41.8,-91.86667,65440
382,11904,Honolulu,Valid,L5,2420,Fell,1825,21.3,-157.86667,28522
383,11913,Hotse,Valid,L6,180,Fell,1956,35.66667,115.5,24412
384,11915,Hoxie,Valid,OC,266.1,Fell,1963,39.35,-100.45,93682
385,11916,Hraschina,Valid,"Iron, IID",49000,Fell,1751,46.1,16.33333,17504
386,54719,Huaxi,Valid,H5,1600,Fell,2010,26.46469,106.63241,83731
387,11986,Hungen,Valid,H6,112,Fell,1877,50.3,8.91667,15454
388,11989,Hvittis,Valid,EL6,14000,Fell,1901,61.18333,22.68333,27941
389,11992,Ibbenbüren,Valid,Diogenite,2000,Fell,1870,52.28333,7.7,50021
390,11993,Ibitira,Valid,Eucrite-mmict,2500,Fell,1957,-20,-45,86620
391,11994,Ibrisim,Valid,OC,,Fell,1949,38,35,5878
392,11995,Ichkala,Valid,H6,3973,Fell,1936,58.2,82.93333,24955
393,12000,Idutywa,Valid,H5,3457,Fell,1956,-32.1,28.33333,20464
394,12003,Iguaracu,Valid,H5,1200,Fell,1977,-23.2,-51.83333,40047
395,12004,Ijopega,Valid,H6,7330,Fell,1975,-6.03333,145.36667,72678
396,12027,Indarch,Valid,EH4,27000,Fell,1891,39.75,46.66667,45829
397,12028,Independence,Valid,L6,880,Fell,1917,39.08333,-94.4,40566
398,12037,Inner Mongolia,Valid,L6,3000,Fell,1963,41,112,52786
399,12039,Innisfree,Valid,L5,4576,Fell,1977,53.415,-111.3375,26962
400,12043,Ipiranga,Valid,H6,7000,Fell,1972,-25.5,-54.5,25088
401,12049,Ishinga,Valid,H,1300,Fell,1954,-8.93333,33.8,92260
402,12053,Isthilart,Valid,H5,3050,Fell,1928,-31.18333,-57.95,59187
403,12056,Itapicuru-Mirim,Valid,H5,2024,Fell,1879,-3.4,-44.33333,87069
404,12058,Itqiy,Valid,EH7-an,4720,Fell,1990,26.59083,-12.95217,40708
405,12063,Ivuna,Valid,CI1,704.5,Fell,1938,-8.41667,32.43333,50378
406,12065,Jackalsfontein,Valid,L6,48000,Fell,1903,-32.5,21.9,7688
407,12067,Jajh deh Kot Lalu,Valid,EL6,973,Fell,1926,26.75,68.41667,18218
408,12068,Jalanash,Valid,Ureilite,700,Fell,1990,,,8709
409,12069,Jalandhar,Valid,Iron,1967,Fell,1621,31,75,32266
410,12072,Jamkheir,Valid,H6,22,Fell,1866,18.75,75.33333,80762
411,12074,Jartai,Valid,L6,20500,Fell,1979,39.7,105.8,95303
412,12078,Jelica,Valid,LL6,34000,Fell,1889,43.83333,20.44167,23392
413,12079,Jemlapur,Valid,L6,450,Fell,1901,,,65956
414,51589,Jesenice,Valid,L6,3667,Fell,2009,46.42137,14.05217,12308
415,12085,Jhung,Valid,L5,5900,Fell,1873,31.3,72.38333,57390
416,12086,Jiange,Valid,H5,222,Fell,1964,31.91667,104.91667,19329
417,12087,Jianshi,Valid,"Iron, IIIAB",600000,Fell,1890,30.80833,109.5,55797
418,12171,Jilin,Valid,H5,4e+06,Fell,1976,44.05,126.16667,26018
419,47362,Jodiya,Valid,L5,100,Fell,2006,22.68,70.31333,52790
420,12173,Jodzie,Valid,Howardite,30,Fell,1877,55.7,24.4,57759
421,12198,Johnstown,Valid,Diogenite,40300,Fell,1924,40.35,-104.9,57240
422,12199,Jolomba,Valid,LL6,483,Fell,1974,-11.85,15.83333,92560
423,12202,Jonzac,Valid,Eucrite-mmict,5000,Fell,1819,45.43333,-0.45,91279
424,12203,Juancheng,Valid,H5,100000,Fell,1997,35.5,115.41667,21743
425,12207,Judesegeri,Valid,H6,680,Fell,1876,12.85,76.8,17004
426,12209,Jumapalo,Valid,L6,32490,Fell,1984,-7.71667,111.2,87960
427,12210,Junan,Valid,L6,950,Fell,1976,35.2,118.8,42552
428,12213,Juromenha,Valid,"Iron, IIIAB",25250,Fell,1968,38.74028,-7.27,60432
429,12214,Juvinas,Valid,Eucrite-mmict,91000,Fell,1821,44.71667,4.3,69470
430,12218,Kaba,Valid,CV3,3000,Fell,1857,47.35,21.3,84563
431,12220,Kabo,Valid,H4,13400,Fell,1971,11.85,8.21667,77046
432,12221,Kadonah,Valid,H6,89,Fell,1822,27.08333,78.33333,2332
433,12222,Kaee,Valid,H5,230,Fell,1838,27.25,79.96667,79390
434,12227,Kagarlyk,Valid,L6,1900,Fell,1908,49.86667,30.83333,92805
435,12228,Kaidun,Valid,CR2,2000,Fell,1980,15,48.3,56221
436,12229,Kainsaz,Valid,CO3.2,200000,Fell,1937,55.43333,53.25,97811
437,12230,Kakangari,Valid,K3,350,Fell,1890,12.38333,78.51667,34279
438,12231,Kakowa,Valid,L6,577,Fell,1858,45.13333,21.66667,82472
439,12232,Kalaba,Valid,H4,950,Fell,1951,-6.83333,29.5,17160
440,12236,Kalumbi,Valid,L6,4500,Fell,1879,17.83333,73.98333,90716
441,12238,Kamalpur,Valid,L6,2770,Fell,1942,26.03333,81.46667,60919
442,12240,Kamiomi,Valid,H5,448,Fell,1913,36.04167,139.95667,63440
443,12241,Kamsagar,Valid,L6,1293,Fell,1902,14.18333,75.8,93511
444,12243,Kandahar (Afghanistan),Valid,L6,299,Fell,1959,31.6,65.78333,5559
445,12245,Kangean,Valid,H5,1630,Fell,1908,-7,115.5,6432
446,12246,Kangra Valley,Valid,H5,400,Fell,1897,32.08333,76.3,79426
447,12251,Kapoeta,Valid,Howardite,11355,Fell,1942,4.7,33.63333,42217
448,47357,Kaprada,Valid,L5/6,1600,Fell,2004,20.33916,73.22329,44838
449,12253,Kaptal-Aryk,Valid,L6,3500,Fell,1937,42.45,73.36667,85199
450,12256,Karakol,Valid,LL6,3000,Fell,1840,47.21667,81.01667,76225
451,12258,Karatu,Valid,LL6,2220,Fell,1963,-3.5,35.58333,18136
452,12260,Karewar,Valid,L6,180,Fell,1949,12.9,7.15,12789
453,12262,Karkh,Valid,L6,22000,Fell,1905,27.8,67.16667,61862
454,12263,Karloowala,Valid,L6,2950,Fell,1955,31.58333,71.6,35761
455,12264,Karoonda,Valid,CK4,41730,Fell,1930,-35.08333,139.91667,46247
456,12266,Kasamatsu,Valid,H,710,Fell,1938,35.36667,136.76667,4894
457,30740,Kasauli,Valid,H4,16820,Fell,2003,29.58333,77.58333,55035
458,35465,Katagum,Valid,L6,1500,Fell,1999,11.33333,10.08333,32006
459,47351,Kavarpura,Valid,"Iron, IIE-an",6800,Fell,2006,25.14333,75.81333,97910
460,12268,Kayakent,Valid,"Iron, IIIAB",85000,Fell,1961,39.26333,31.78,95649
461,12270,Kediri,Valid,L4,3300,Fell,1940,-7.75,112.01667,99300
462,53654,Kemer,Valid,L4,5760,Fell,2008,36.54194,29.41822,14249
463,12275,Kendleton,Valid,L4,6937,Fell,1939,29.45,-96,19140
464,12276,Kendrapara,Valid,H4-5,6669.2,Fell,2003,20.4625,86.70278,35145
465,12282,Kerilis,Valid,H5,5000,Fell,1874,48.4,-3.3,97734
466,12284,Kernouve,Valid,H6,80000,Fell,1869,48.11667,-3.08333,76111
467,12286,Kesen,Valid,H4,135000,Fell,1850,38.98333,141.61667,51370
468,12288,Khairpur,Valid,EL6,13600,Fell,1873,29.53333,72.3,50489
469,12289,Khanpur,Valid,LL5,3698,Fell,1932,25.55,83.11667,32131
470,12291,Kharkov,Valid,L6,1500,Fell,1787,50.625,35.075,89969
471,12294,Kheragur,Valid,L6,450,Fell,1860,26.95,77.88333,2725
472,12296,Khetri,Valid,H6,100,Fell,1867,28.01667,75.81667,13913
473,12297,Khmelevka,Valid,L5,6109,Fell,1929,56.75,75.33333,99914
474,12298,Khohar,Valid,L3.6,9700,Fell,1910,25.1,81.53333,79265
475,12299,Khor Temiki,Valid,Aubrite,3200,Fell,1932,16,36,98807
476,12300,Kidairat,Valid,H6,100000,Fell,1983,14,28,75784
477,12301,Kiel,Valid,L6,737.6,Fell,1962,54.4,10.15,40600
478,12303,Kiffa,Valid,H5,1500,Fell,1970,16.58333,-11.33333,37290
479,12305,Kijima (1906),Valid,Stone-uncl,331,Fell,1906,36.85,138.38333,43617
480,12306,Kikino,Valid,H6,195,Fell,1809,55,34,22150
481,12307,Kilabo,Valid,LL6,19000,Fell,2002,12.76667,9.8,6489
482,12308,Kilbourn,Valid,H5,772,Fell,1911,43.58333,-89.6,22672
483,12309,Killeter,Valid,H6,140,Fell,1844,54.66667,-7.66667,38882
484,12316,Kingai,Valid,H6,67.4,Fell,1967,11.63333,24.68333,40856
485,12321,Kirbyville,Valid,Eucrite-mmict,97.7,Fell,1906,30.75,-95.95,97298
486,12325,Kisvarsány,Valid,L6,1550,Fell,1914,48.16667,22.30833,52132
487,12326,Kitchener,Valid,L6,202.6,Fell,1998,43.38333,-80.38333,53355
488,12332,Klein-Wenden,Valid,H6,3250,Fell,1843,51.6,10.8,95466
489,12335,Knyahinya,Valid,L/LL5,500000,Fell,1866,48.9,22.4,27051
490,12336,Kobe,Valid,CK4,136,Fell,1999,34.73333,135.16667,40226
491,12342,Kokubunji,Valid,L6,11510,Fell,1986,34.3,133.95,78573
492,12343,Komagome,Valid,Iron,238,Fell,1926,35.73333,139.75,7209
493,12344,Konovo,Valid,LL5,90,Fell,1931,42.51667,26.16667,84949
494,53810,Košice,Valid,H5,4300,Fell,2010,48.76367,21.17633,62724
495,12353,Krähenberg,Valid,LL5,16500,Fell,1869,49.32694,7.46472,2458
496,12355,Krasnoi-Ugol,Valid,L6,2440,Fell,1829,54.03333,40.9,24491
497,12357,Krasnyi Klyuch,Valid,H5,4000,Fell,1946,54.33333,56.08333,31741
498,12363,Krutikha,Valid,OC,845.2,Fell,1906,56.8,77,9977
499,12364,Krymka,Valid,LL3.2,50000,Fell,1946,47.83333,30.76667,50535
500,12368,Kukschin,Valid,L6,2250,Fell,1938,51.15,31.7,71005
501,12369,Kulak,Valid,L5,453.6,Fell,1961,30.73111,66.80222,68744
502,12370,Kuleschovka,Valid,L6,6000,Fell,1811,50.75,33.5,22464
503,12373,Kulp,Valid,H6,3719,Fell,1906,41.11667,45,57266
504,12377,Kunashak,Valid,L6,200000,Fell,1949,55.78333,61.36667,49746
505,12379,Kunya-Urgench,Valid,H5,1.1e+06,Fell,1998,42.25,59.2,52172
506,12381,Kushiike,Valid,OC,4460,Fell,1920,37.05,138.38333,72008
507,12382,Kusiali,Valid,L6,5,Fell,1860,29.68333,78.38333,50666
508,12383,Kutais,Valid,H5,23,Fell,1977,44.51667,39.3,23451
509,12384,Kuttippuram,Valid,L6,45000,Fell,1914,10.83333,76.03333,71219
510,12385,Kuznetzovo,Valid,L6,4047,Fell,1932,55.2,75.33333,57760
511,12390,Kyushu,Valid,L6,45000,Fell,1886,32.03333,130.63333,20555
512,12392,La Bécasse,Valid,L6,2800,Fell,1879,47.08333,1.75,80309
513,12394,La Charca,Valid,OC,399,Fell,1878,20.66667,-101.28333,83084
514,12395,La Colina,Valid,H5,2000,Fell,1924,-37.33333,-61.53333,89922
515,12396,La Criolla,Valid,L6,45000,Fell,1985,-31.23333,-58.16667,24693
516,12408,Laborel,Valid,H5,3833,Fell,1871,44.28333,5.58333,78423
517,12433,Lahrauli,Valid,Ureilite,900,Fell,1955,26.78333,82.71667,28580
518,12434,L'Aigle,Valid,L6,37000,Fell,1803,48.76667,0.63333,87567
519,12435,Lakangaon,Valid,Eucrite-mmict,212.5,Fell,1910,21.86667,76.03333,66066
520,12451,Lalitpur,Valid,L6,372,Fell,1887,24.45,78.56667,95908
521,12455,Lancé,Valid,CO3.5,51700,Fell,1872,47.7,1.06667,9515
522,12456,Lancon,Valid,H6,7000,Fell,1897,43.75,5.11667,34004
523,12461,Långhalsen,Valid,L6,2300,Fell,1947,58.85,16.73333,45997
524,12464,Lanxi,Valid,L6,1282,Fell,1986,46.24167,126.19611,24725
525,12465,Lanzenkirchen,Valid,L4,7000,Fell,1925,47.75,16.23333,79589
526,12466,Laochenzhen,Valid,H5,14250,Fell,1987,33.13333,115.16667,16790
527,12740,Launton,Valid,L6,1060,Fell,1830,51.9,-1.11667,79640
528,12743,Lavrentievka,Valid,L6,800,Fell,1938,52.45,51.56667,55609
529,12748,Le Pressoir,Valid,H5,3000,Fell,1845,47.16667,0.43333,50567
530,12749,Le Teilleul,Valid,Howardite,780,Fell,1845,48.53333,-0.86667,85609
531,12755,Leedey,Valid,L6,51500,Fell,1943,35.88333,-99.33333,47890
532,12756,Leeuwfontein,Valid,L6,460,Fell,1912,-25.66667,28.36667,85387
533,12759,Leighlinbridge,Valid,L6,271.4,Fell,1999,52.66667,-6.96667,11165
534,12760,Leighton,Valid,H5,877,Fell,1907,34.58333,-87.5,92847
535,12765,Leonovka,Valid,L6,700,Fell,1900,52.26667,32.85,34258
536,12769,Les Ormes,Valid,L6,125,Fell,1857,48.35,3.25,90739
537,12772,Lesves,Valid,L6,2000,Fell,1896,50.36667,4.73333,271
538,14646,Lichtenberg,Valid,H6,4000,Fell,1973,-26.15,26.18333,62900
539,14650,Lillaverke,Valid,H5,6862,Fell,1930,56.65,15.86667,57440
540,14652,Limerick,Valid,H5,50000,Fell,1813,52.56667,-8.78333,67496
541,14655,Linum,Valid,L6,1862,Fell,1854,52.75,12.9,41189
542,14659,Lishui,Valid,L5,498,Fell,1978,31.63333,118.98333,34846
543,14661,Lissa,Valid,L6,12800,Fell,1808,50.2,14.85,34376
544,14664,Little Piney,Valid,L5,491,Fell,1839,37.91667,-92.08333,51804
545,14670,Lixna,Valid,H4,5213,Fell,1820,56,26.43333,78362
546,14675,Lodran,Valid,Lodranite,1000,Fell,1868,29.53333,71.8,13873
547,14678,Lohawat,Valid,Howardite,40000,Fell,1994,26.96556,72.62667,61208
548,52843,Lorton,Valid,L6,329.7,Fell,2010,38.70066,-77.21163,53612
549,14708,Los Martinez,Valid,L6,25,Fell,1894,38,-0.83333,40415
550,14711,Lost City,Valid,H5,17000,Fell,1970,36.00833,-95.15,94604
551,14716,Louisville,Valid,L6,1300,Fell,1977,38.25,-85.75,69897
552,14718,Łowicz,Valid,Mesosiderite-A3,59000,Fell,1935,52,19.91667,89628
553,14721,Lua,Valid,L5,9241,Fell,1926,24.95,75.15,53654
554,14724,Lucé,Valid,L6,3500,Fell,1768,47.85,0.48333,70868
555,14753,Lumpkin,Valid,L6,340,Fell,1869,32.03333,-84.76667,67170
556,14754,Lunan,Valid,H6,2520,Fell,1980,24.8,103.3,54776
557,14755,Lundsgård,Valid,L6,11000,Fell,1889,56.21667,13.03333,23308
558,14756,Luotolax,Valid,Howardite,885,Fell,1813,61.2,27.7,37476
559,14757,Luponnas,Valid,H3-5,14000,Fell,1753,46.21667,5,61357
560,14759,Lusaka,Valid,Unknown,,Fell,1951,-7.21667,29.43333,71755
561,14764,Mabwe-Khoywa,Valid,L5,540,Fell,1937,19,97,75956
562,15370,Macau,Valid,H5,1500,Fell,1836,-5.2,-36.66667,28003
563,15371,Machinga,Valid,L6,93200,Fell,1981,-15.21222,35.24222,33392
564,15372,Macibini,Valid,Eucrite-pmict,1995,Fell,1936,-28.83333,31.95,49402
565,15379,Madhipura,Valid,L,1000,Fell,1950,25.91667,86.36667,71980
566,15380,Madiun,Valid,L6,400,Fell,1935,-7.75,111.53333,6187
567,15382,Madrid,Valid,L6,400,Fell,1896,40.41667,-3.71667,8885
568,15383,Mafra,Valid,L3-4,600,Fell,1941,-26.16667,-49.93333,72654
569,15386,Magnesia,Valid,"Iron, IAB-sHL",5000,Fell,1899,37.86667,27.51667,11932
570,15387,Magombedze,Valid,H3-5,666.6,Fell,1990,-19.48333,31.65,193
571,47361,Mahadevpur,Valid,H4/5,70500,Fell,2007,27.66667,95.78333,70127
572,30751,Maigatari-Danduma,Valid,H5/6,4629,Fell,2004,12.83333,9.38333,5987
573,15393,Malaga,Valid,OC,150,Fell,1933,32.21667,-104,27894
574,15394,Malakal,Valid,L5,2000,Fell,1970,9.5,31.75,6353
575,15395,Malampaka,Valid,H,470,Fell,1930,-3.13333,33.51667,49712
576,15397,Malotas,Valid,H5,,Fell,1931,-28.93333,-63.23333,3651
577,15400,Malvern,Valid,Eucrite-pmict,807,Fell,1933,-29.45,26.76667,10942
578,15401,Mamra Springs,Valid,L6,1000,Fell,1927,45.21667,62.08333,27107
579,15402,Manbhoom,Valid,LL6,1700,Fell,1863,23.05,86.7,90128
580,15403,Manegaon,Valid,Diogenite,50,Fell,1843,20.96667,76.1,42911
581,15405,Mangwendi,Valid,LL6,22300,Fell,1934,-17.65,31.6,97044
582,15409,Manych,Valid,LL3.4,3555,Fell,1951,45.81667,44.63333,82409
583,15414,Mardan,Valid,H5,4500,Fell,1948,34.23333,72.08333,28752
584,15418,Maria Linden,Valid,L4,114,Fell,1925,,,83623
585,15419,Mariaville,Valid,Iron,340,Fell,1898,42.71667,-99.38333,90148
586,48973,Maribo,Valid,CM2,25.81,Fell,2009,54.76183,11.46745,9612
587,15421,Maridi,Valid,H6,3200,Fell,1941,4.66667,29.25,2930
588,15422,Marilia,Valid,H4,2500,Fell,1971,-22.25,-49.93333,32304
589,15424,Marion (Iowa),Valid,L6,28400,Fell,1847,41.9,-91.6,69245
590,15426,Marjalahti,Valid,"Pallasite, PMG",45000,Fell,1902,61.5,30.5,73452
591,15429,Marmande,Valid,L5,3000,Fell,1848,44.5,0.15,62458
592,15430,Maromandia,Valid,L6,6000,Fell,2002,-14.2,48.1,57099
593,15436,Maryville,Valid,L6,1443,Fell,1983,35.8,-84.1,28686
594,15438,Mascombes,Valid,L6,1000,Fell,1836,45.36667,1.86667,40358
595,53653,Mason Gully,Valid,H5,24.54,Fell,2010,0,0,90860
596,15443,Mässing,Valid,Howardite,1600,Fell,1803,48.13333,12.61667,46506
597,15446,Mauerkirchen,Valid,L6,19000,Fell,1768,48.18333,13.13333,32385
598,15447,Mauritius,Valid,L6,220,Fell,1801,-20,57,61570
599,15451,Mayo Belwa,Valid,Aubrite,4850,Fell,1974,8.96667,12.08333,73868
600,15453,Mazapil,Valid,"Iron, IAB-sLL",4000,Fell,1885,24.68333,-101.68333,93118
601,15454,Maziba,Valid,L6,4975,Fell,1942,-1.21667,30,49664
602,15455,Mbale,Valid,L5/6,150000,Fell,1992,1.06667,34.16667,758
603,15467,Medanitos,Valid,Eucrite-cm,31,Fell,1953,-27.25,-67.5,76222
604,15469,Meerut,Valid,H5,22,Fell,1861,29.01667,77.8,73683
605,15470,Meester-Cornelis,Valid,H5,24750,Fell,1915,-6.23333,106.88333,23436
606,15485,Menow,Valid,H4,10500,Fell,1862,53.18333,13.15,98811
607,15486,Menziswyl,Valid,L5,28.9,Fell,1903,46.81867,7.21817,57810
608,15489,Mern,Valid,L6,4000,Fell,1878,55.05,12.06667,48370
609,15491,Meru,Valid,LL6,6000,Fell,1945,0,37.66667,74531
610,15492,Merua,Valid,H5,71400,Fell,1920,25.48333,81.98333,4336
611,15495,Messina,Valid,L5,2405,Fell,1955,38.18333,15.56667,67347
612,16626,Meuselbach,Valid,L6,870,Fell,1897,50.58333,11.1,70582
613,16627,Mezel,Valid,L6,1300,Fell,1949,45.76667,3.25,43040
614,16628,Mezö-Madaras,Valid,L3.7,22700,Fell,1852,46.5,25.73333,61598
615,16629,Mhow,Valid,L6,350,Fell,1827,25.9,83.61667,64784
616,16631,Mianchi,Valid,H5,1100,Fell,1980,34.8,111.7,67465
617,16632,Middlesbrough,Valid,L6,1600,Fell,1881,54.56667,-1.16667,71641
618,52090,Mifflin,Valid,L5,3584,Fell,2010,42.9075,-90.36556,56187
619,16634,Mighei,Valid,CM2,8000,Fell,1889,48.06667,30.96667,94847
620,16635,Mihonoseki,Valid,L6,6380,Fell,1992,35.56833,133.22,35471
621,16636,Mike,Valid,L6,224.2,Fell,1944,46.23333,17.53333,50819
622,16640,Milena,Valid,L6,10000,Fell,1842,46.18333,16.1,43323
623,16643,Millbillillie,Valid,Eucrite-mmict,330000,Fell,1960,-26.45,120.36667,21297
624,16645,Miller (Arkansas),Valid,H5,16700,Fell,1930,35.4,-92.05,48035
625,16692,Minamino,Valid,L,1040,Fell,1632,35.07833,136.93333,6899
626,16696,Mineo,Valid,Pallasite,42,Fell,1826,37.28333,14.7,86014
627,16697,Min-Fan-Zhun,Valid,LL6,5500,Fell,1952,32.33333,120.66667,52425
628,16700,Minnichhof,Valid,OC,550,Fell,1905,47.7,16.6,24539
629,16701,Mirzapur,Valid,L5,8510,Fell,1910,25.68333,83.25,79730
630,16703,Misshof,Valid,H5,5800,Fell,1890,56.66667,23,16773
631,16707,Mjelleim,Valid,H,100.7,Fell,1898,61.73333,5.93333,24180
632,16709,Mocs,Valid,L5-6,300000,Fell,1882,46.8,24.03333,96516
633,16711,Modoc (1905),Valid,L6,35000,Fell,1905,38.5,-101.1,43820
634,16713,Mokoia,Valid,CV3,4500,Fell,1908,-39.63333,174.4,67935
635,16715,Molina,Valid,H5,144000,Fell,1858,38.11667,-1.16667,46601
636,16717,Molteno,Valid,Howardite,150,Fell,1953,-31.25,26.46667,17432
637,16719,Monahans (1998),Valid,H5,2587,Fell,1998,31.60833,-102.85833,22866
638,16720,Monroe,Valid,H4,8600,Fell,1849,35.25,-80.5,38761
639,16725,Monte das Fortes,Valid,L5,4885,Fell,1950,38.01667,-8.25,38202
640,16726,Monte Milone,Valid,L5,3130,Fell,1846,43.26667,13.35,9800
641,16727,Montferré,Valid,H5,149000,Fell,1923,43.39056,1.9625,11009
642,16729,Montlivault,Valid,L6,500,Fell,1838,47.63333,1.58333,76560
643,16733,Monze,Valid,L6,,Fell,1950,-15.96667,27.35,45518
644,16736,Moore County,Valid,Eucrite-cm,1880,Fell,1913,35.41667,-79.38333,30312
645,16737,Mooresfort,Valid,H5,3520,Fell,1810,52.45,-8.33333,94603
646,16738,Moorleah,Valid,L6,8887.5,Fell,1930,-40.975,145.6,87993
647,16740,Moradabad,Valid,L6,70,Fell,1808,28.78333,78.83333,42747
648,16742,Morávka,Valid,H5,633,Fell,2000,49.6,18.53333,43324
649,16747,Mornans,Valid,H5,1300,Fell,1875,44.6,5.13333,46932
650,36592,Moss,Valid,CO3.6,3763,Fell,2006,59.43333,10.7,84373
651,16759,Moti-ka-nagla,Valid,H6,1500,Fell,1868,26.83333,77.33333,48201
652,16762,Motta di Conti,Valid,H4,9150,Fell,1868,45.2,8.5,7906
653,16766,Mount Browne,Valid,H6,11300,Fell,1902,-29.8,141.7,97818
654,16804,Mount Tazerzait,Valid,L5,110000,Fell,1991,18.7,4.8,15984
655,16805,Mount Vaisi,Valid,Stone-uncl,17000,Fell,1637,44.08333,6.86667,83736
656,16820,Mtola,Valid,Stone-uncl,1100,Fell,1944,-11.5,33.5,84733
657,16841,Muddoor,Valid,L5,4400,Fell,1865,12.63333,77.01667,66588
658,16851,Mulletiwu,Valid,L,25.5,Fell,1795,9.33333,80.83333,79690
659,16874,Muraid,Valid,L6,4703,Fell,1924,24.5,90.21667,40816
660,16875,Murchison,Valid,CM2,100000,Fell,1969,-36.61667,145.2,4648
661,16882,Murray,Valid,CM2,12600,Fell,1950,36.6,-88.1,87780
662,16885,Muzaffarpur,Valid,"Iron, IAB-sHL",1245,Fell,1964,26.13333,85.53333,69895
663,16887,Myhee Caunta,Valid,OC,,Fell,1842,23.05,72.63333,8634
664,16889,Nadiabondi,Valid,H5,8165,Fell,1956,12,1,80440
665,16890,Nagai,Valid,L6,1810,Fell,1922,38.12167,140.06167,91586
666,16892,Nagaria,Valid,Eucrite-cm,20,Fell,1875,26.98333,78.21667,64547
